,Parameter,Median,CI,CI_low,CI_high,Direction,Significance,Large,mod
1328,b_nslongitudinal_eingevectordfEQ31,-0.100285,0.95,-0.308536325,0.106607775,0.826333333333333,0.813416666666667,0.747916666666667,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1428,b_nslongitudinal_eingevectordfEQ32,0.1284915,0.95,-0.173244425,0.436019375,0.7995,0.791,0.7475,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1528,b_nslongitudinal_eingevectordfEQ33,0.1138245,0.95,-0.18831595,0.420161975,0.7765,0.767583333333333,0.717333333333333,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1028,b_nslatitudinal_eingevectordfEQ31,-0.153631,0.95,-0.233271125,-0.0752792475,1,0.999833333333333,0.999166666666667,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1131,b_nslatitudinal_eingevectordfEQ32,-0.445265,0.95,-0.682490625,-0.2051692,0.99975,0.99975,0.999583333333333,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1229,b_nslatitudinal_eingevectordfEQ33,0.0567855,0.95,-0.062888615,0.175273675,0.834416666666667,0.814,0.688583333333333,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
929,b_Intercept,79.11045,0.95,12.512465,147.581725,0.989166666666667,0.989166666666667,0.988583333333333,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
829,b_Forest_patch_area,8.583095e-05,0.95,-0.000442004675,0.000629535725,0.629,0,0,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
729,b_Forest_coverage_2007,-3.90483,0.95,-8.12618925,0.3442459,0.965166666666667,0.9605,0.93325,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
329,b_bio2,0.3099165,0.95,-1.777195,2.358225,0.6085,0.569666666666667,0.373916666666667,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
429,b_bio6,-3.084815,0.95,-5.77702275,-0.392234375,0.988666666666667,0.985416666666667,0.959916666666667,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
529,b_bio7,-1.615465,0.95,-4.17314975,0.941072674999999,0.894833333333333,0.879166666666667,0.772583333333333,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
185,b_bio15,-0.0766942,0.95,-0.297582675,0.140941775,0.757333333333333,0.388083333333333,0,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
229,b_bio17,-0.0118922,0.95,-0.031709215,0.00828366949999999,0.8745,0,0,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
629,b_elevation,-0.01210195,0.95,-0.02581664,0.00171741525,0.955333333333333,0,0,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1629,b_sampling_effort,-5.81818,0.95,-13.304475,1.93932075,0.932666666666667,0.929583333333333,0.90875,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1329,b_nslongitudinal_eingevectordfEQ31,-8.69805,0.95,-14.629825,-2.76429975,0.997416666666667,0.997166666666667,0.99575,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1429,b_nslongitudinal_eingevectordfEQ32,-4.467925,0.95,-12.8563975,3.87682074999999,0.854666666666667,0.848583333333333,0.8175,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1529,b_nslongitudinal_eingevectordfEQ33,0.8395965,0.95,-7.63135425,9.50312175,0.575916666666667,0.565916666666667,0.518,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1029,b_nslatitudinal_eingevectordfEQ31,-0.8284545,0.95,-3.4753335,1.796359,0.73375,0.7065,0.553416666666667,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1132,b_nslatitudinal_eingevectordfEQ32,-4.829745,0.95,-12.6904075,2.6654215,0.90025,0.894583333333333,0.866083333333333,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
1230,b_nslatitudinal_eingevectordfEQ33,4.953745,0.95,0.958924125,8.79200875,0.993583333333333,0.992583333333333,0.983083333333333,"mod_levdata_30a_thresholmin_and_sesam_Rich_ratio_splines

"
930,b_Intercept,1.05074,0.95,0.6227785,1.49635525,1,1,1,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
830,b_Forest_patch_area,-6.790115e-07,0.95,-6.9410925e-06,5.70863875e-06,0.584083333333333,0,0,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
730,b_Forest_coverage_2007,-0.02372945,0.95,-0.0396022575,-0.00753316550000001,0.99675,0.995416666666667,0.972666666666667,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
330,b_bio2,-0.0116026,0.95,-0.0242909375,0.000518564349999999,0.969333333333333,0.95,0.7205,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
430,b_bio6,-0.001724425,0.95,-0.0188664625,0.014212595,0.578,0.51975,0.236083333333333,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
530,b_bio7,0.00206778,0.95,-0.01500719,0.0188654175,0.593083333333333,0.532916666666667,0.246,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
186,b_bio15,6.685405e-05,0.95,-0.0010768155,0.00122687575,0.54725,0.01825,0,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
230,b_bio17,-0.000106035,0.95,-0.000191878975,-1.7545745e-05,0.990416666666667,0,0,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
630,b_elevation,2.750575e-05,0.95,-6.00914825e-05,0.000109835125,0.736416666666667,0,0,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1630,b_sampling_effort,-0.0213315,0.95,-0.038474005,-0.0040353485,0.992916666666667,0.98875,0.936833333333333,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1330,b_nslongitudinal_eingevectordfEQ31,-0.01275455,0.95,-0.051567745,0.0242511,0.746,0.7225,0.597916666666667,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1430,b_nslongitudinal_eingevectordfEQ32,-0.0127435,0.95,-0.069871535,0.0426065425,0.67725,0.65975,0.567333333333333,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1530,b_nslongitudinal_eingevectordfEQ33,-0.02334915,0.95,-0.071732155,0.0237976475,0.835666666666667,0.8215,0.735583333333333,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1030,b_nslatitudinal_eingevectordfEQ31,-0.02178825,0.95,-0.038129575,-0.0057928625,0.9975,0.995333333333333,0.95525,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1133,b_nslatitudinal_eingevectordfEQ32,-0.002383735,0.95,-0.06306614,0.058930875,0.53,0.512416666666667,0.429416666666667,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
1231,b_nslatitudinal_eingevectordfEQ33,0.01598935,0.95,-0.009911368,0.04302868,0.887333333333333,0.864083333333333,0.73175,"mod_levdata_5a_only_threshold_min_BetaDiv_jac_splines
"
931,b_Intercept,78.52705,0.95,-0.284323974999999,155.79615,0.974416666666667,0.973916666666667,0.971416666666667,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
831,b_Forest_patch_area,-0.0003362985,0.95,-0.00187344025,0.00121414,0.671083333333333,0,0,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
731,b_Forest_coverage_2007,-4.91021,0.95,-8.62979175,-1.05168725,0.992833333333333,0.99,0.93275,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
331,b_bio2,-2.149095,0.95,-4.86631825,0.63456715,0.930666666666667,0.896583333333333,0.549583333333333,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
431,b_bio6,-1.705475,0.95,-4.73641725,1.30307225,0.865416666666667,0.815416666666667,0.43225,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
531,b_bio7,-0.648702,0.95,-3.8646085,2.5263065,0.649916666666667,0.575416666666667,0.212916666666667,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
187,b_bio15,-0.03573345,0.95,-0.298159375,0.2227977,0.60625,0.0135,0,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
231,b_bio17,-0.02568335,0.95,-0.044265735,-0.00692682850000001,0.996833333333333,0,0,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
631,b_elevation,0.003214425,0.95,-0.0122559575,0.0188912725,0.656166666666667,0,0,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1631,b_sampling_effort,-2.989715,0.95,-7.11609375,1.16956425,0.918916666666667,0.894,0.6845,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1331,b_nslongitudinal_eingevectordfEQ31,-5.815315,0.95,-12.4978025,0.934136324999998,0.950666666666667,0.940083333333333,0.8615,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1431,b_nslongitudinal_eingevectordfEQ32,-9.23971,0.95,-18.8244725,0.6155172,0.969083333333333,0.9645,0.93,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1531,b_nslongitudinal_eingevectordfEQ33,-3.921835,0.95,-12.4593325,4.96149525,0.806,0.784416666666667,0.664083333333333,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1031,b_nslatitudinal_eingevectordfEQ31,-6.29341,0.95,-9.84015275,-2.89278425,0.999916666666667,0.999583333333333,0.992833333333333,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1134,b_nslatitudinal_eingevectordfEQ32,-0.758045,0.95,-12.297725,10.4084625,0.55375,0.531,0.416416666666667,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
1232,b_nslatitudinal_eingevectordfEQ33,5.373645,0.95,-0.10431395,10.8436775,0.972416666666667,0.964583333333333,0.886916666666667,"mod_levdata_5a_only_threshold_min_Rich_ratio_splines
"
932,b_Intercept,0.936282,0.95,0.408386425,1.50019275,0.999916666666667,0.999916666666667,0.99975,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
832,b_Forest_patch_area,-2.19526e-07,0.95,-8.13023025e-06,7.57478425e-06,0.522,0,0,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
732,b_Forest_coverage_2007,-0.01423215,0.95,-0.0344471825,0.0060773715,0.917166666666667,0.889583333333333,0.6595,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
332,b_bio2,-0.01879725,0.95,-0.0338837625,-0.00311360300000001,0.99075,0.984583333333333,0.865083333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
432,b_bio6,-0.0003810275,0.95,-0.0216010175,0.019452365,0.515416666666667,0.449583333333333,0.18675,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
532,b_bio7,0.00764557,0.95,-0.0140020825,0.0280758775,0.754083333333333,0.703416666666667,0.41225,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
188,b_bio15,0.0005270535,0.95,-0.00089050245,0.00194672375,0.7625,0.05925,0,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
232,b_bio17,-8.780825e-05,0.95,-0.000198265175,2.05661975e-05,0.944416666666667,0,0,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
632,b_elevation,3.133e-05,0.95,-7.94212025e-05,0.00013359535,0.7105,0,0,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1632,b_sampling_effort,-0.0270445,0.95,-0.048353315,-0.0051337815,0.9925,0.988416666666667,0.936583333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1332,b_nslongitudinal_eingevectordfEQ31,0.01819375,0.95,-0.0289054625,0.0654818724999999,0.773,0.7505,0.630416666666667,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1432,b_nslongitudinal_eingevectordfEQ32,0.0312572,0.95,-0.0405364775,0.101446175,0.80325,0.791333333333333,0.722083333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1532,b_nslongitudinal_eingevectordfEQ33,-0.00428638,0.95,-0.06369236,0.0547814325,0.55175,0.530916666666667,0.426833333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1032,b_nslatitudinal_eingevectordfEQ31,-0.0251187,0.95,-0.04521807,-0.0041604835,0.991333333333333,0.98725,0.923666666666667,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1135,b_nslatitudinal_eingevectordfEQ32,-0.01600745,0.95,-0.0906468875,0.06312359,0.66125,0.64525,0.560083333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
1233,b_nslatitudinal_eingevectordfEQ33,0.01038345,0.95,-0.022011325,0.04441641,0.733666666666667,0.695833333333333,0.510333333333333,"mod_levdata_5a_only_threshold10_BetaDiv_jac_splines
"
933,b_Intercept,65.9205,0.95,3.92315525,129.73995,0.98075,0.980416666666667,0.97875,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
833,b_Forest_patch_area,-0.0002480825,0.95,-0.00133062275,0.000843935649999999,0.66875,0,0,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
733,b_Forest_coverage_2007,-2.385925,0.95,-5.25168075,0.405062674999999,0.954166666666667,0.935916666666667,0.7535,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
333,b_bio2,-1.69237,0.95,-3.705147,0.37324205,0.945916666666667,0.912666666666667,0.61075,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
433,b_bio6,-1.59554,0.95,-4.02304175,0.7784951,0.905,0.869083333333333,0.563666666666667,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
533,b_bio7,-0.844809,0.95,-3.3878215,1.63251325,0.742833333333333,0.68375,0.3355,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
189,b_bio15,0.0198806,0.95,-0.173166175,0.212357875,0.576583333333333,0.0148333333333333,0,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
233,b_bio17,-0.0165166,0.95,-0.03029705,-0.00236003700000001,0.988583333333333,0,0,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
633,b_elevation,-0.00112667,0.95,-0.0136143525,0.01113219,0.571333333333333,0,0,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1633,b_sampling_effort,-2.6571,0.95,-5.64825075,0.346951924999998,0.960416666666667,0.944333333333333,0.798416666666667,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1333,b_nslongitudinal_eingevectordfEQ31,-3.037185,0.95,-8.493621,2.50714825,0.860416666666667,0.842416666666667,0.723083333333333,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1433,b_nslongitudinal_eingevectordfEQ32,-6.117555,0.95,-14.2917025,1.93486925,0.933666666666667,0.925166666666667,0.878416666666667,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1533,b_nslongitudinal_eingevectordfEQ33,-2.47609,0.95,-9.36869475,4.35052825,0.755666666666667,0.734333333333333,0.617083333333333,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1033,b_nslatitudinal_eingevectordfEQ31,-4.30803,0.95,-6.87729275,-1.686811,0.99925,0.998666666666667,0.984666666666667,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1136,b_nslatitudinal_eingevectordfEQ32,0.551407,0.95,-8.46720925,9.71992725,0.545833333333333,0.527666666666667,0.42625,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
1234,b_nslatitudinal_eingevectordfEQ33,3.11595,0.95,-0.972546349999997,7.27803275,0.932083333333333,0.916,0.79625,"mod_levdata_5a_only_threshold10_Rich_ratio_splines

"
934,b_Intercept,0.882306,0.95,0.242892575,1.50889525,0.997083333333333,0.997,0.9965,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
834,b_Forest_patch_area,2.86834e-06,0.95,-5.9521185e-06,1.19469575e-05,0.739166666666667,0,0,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
734,b_Forest_coverage_2007,-0.012637,0.95,-0.03619879,0.010553675,0.857,0.819,0.5225,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
334,b_bio2,-0.02654375,0.95,-0.044383365,-0.00866777325,0.997416666666667,0.995916666666667,0.944583333333333,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
434,b_bio6,-0.000153211,0.95,-0.0241288575,0.02412978,0.504166666666667,0.439,0.163166666666667,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
534,b_bio7,0.0120904,0.95,-0.012352665,0.036764895,0.836666666666667,0.792083333333333,0.505333333333333,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
190,b_bio15,0.00124523,0.95,-0.000352443575,0.002923654,0.935666666666667,0.194333333333333,0,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
234,b_bio17,-8.52082e-05,0.95,-0.0002084335,3.9481555e-05,0.912583333333333,0,0,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
634,b_elevation,4.529735e-05,0.95,-7.85314e-05,0.0001693711,0.767166666666667,0,0,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1634,b_sampling_effort,-0.0282447,0.95,-0.053585835,-0.00322185150000002,0.986833333333333,0.98025,0.898333333333333,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1334,b_nslongitudinal_eingevectordfEQ31,0.02254025,0.95,-0.0315323425,0.0778336875,0.801666666666667,0.781333333333333,0.657166666666667,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1434,b_nslongitudinal_eingevectordfEQ32,0.028564,0.95,-0.052555235,0.1099304,0.75925,0.744,0.659333333333333,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1534,b_nslongitudinal_eingevectordfEQ33,-0.00452102,0.95,-0.0726383375,0.06502077,0.553333333333333,0.52975,0.415333333333333,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1034,b_nslatitudinal_eingevectordfEQ31,-0.02853105,0.95,-0.0517575025,-0.00562620425,0.992166666666667,0.988083333333333,0.92275,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1137,b_nslatitudinal_eingevectordfEQ32,-0.05227345,0.95,-0.142245225,0.0381004249999999,0.880166666666667,0.871,0.8195,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
1235,b_nslatitudinal_eingevectordfEQ33,0.005075975,0.95,-0.03487605,0.0438394975,0.599333333333333,0.56125,0.366166666666667,"mod_levdata_5a_sesam_only_BetaDiv_jac_splines


"
935,b_Intercept,49.4329,0.95,-4.78634175,101.673525,0.9625,0.96175,0.958916666666667,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
835,b_Forest_patch_area,-0.0001292105,0.95,-0.0009783006,0.000728288325,0.622583333333333,0,0,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
735,b_Forest_coverage_2007,-1.477755,0.95,-3.714894,0.719801349999999,0.9125,0.880833333333333,0.633333333333333,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
335,b_bio2,-1.73989,0.95,-3.4065425,-0.112484400000001,0.981666666666667,0.969333333333333,0.773333333333333,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
435,b_bio6,-1.222925,0.95,-3.197974,0.821216025,0.87925,0.843,0.550333333333333,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
535,b_bio7,-0.414734,0.95,-2.487124,1.69018725,0.65225,0.58725,0.262916666666667,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
191,b_bio15,0.0665738,0.95,-0.0855176425,0.2207832,0.806,0.0671666666666667,0,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
235,b_bio17,-0.01156145,0.95,-0.0228661675,-0.000485015175000002,0.980166666666667,0,0,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
635,b_elevation,0.000353999,0.95,-0.00983270325,0.011013415,0.52825,0,0,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1635,b_sampling_effort,-1.944035,0.95,-4.28832625,0.363552724999999,0.94775,0.9315,0.756083333333333,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1335,b_nslongitudinal_eingevectordfEQ31,-3.697315,0.95,-8.17702725,0.842452899999999,0.941083333333333,0.932583333333333,0.864833333333333,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1435,b_nslongitudinal_eingevectordfEQ32,-6.64005,0.95,-13.4082725,0.172826924999999,0.971666666666667,0.967916666666667,0.942916666666667,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1535,b_nslongitudinal_eingevectordfEQ33,-2.435605,0.95,-8.201248,3.33007,0.799333333333333,0.782,0.6785,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1035,b_nslatitudinal_eingevectordfEQ31,-3.76432,0.95,-5.85339525,-1.668002,0.999833333333333,0.999833333333333,0.993416666666667,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1138,b_nslatitudinal_eingevectordfEQ32,-0.825413,0.95,-8.2398885,6.668292,0.585833333333333,0.569666666666667,0.46975,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
1236,b_nslatitudinal_eingevectordfEQ33,2.335855,0.95,-1.11296975,5.778453,0.908833333333333,0.891083333333333,0.762916666666667,"mod_levdata_5a_sesam_only_Rich_ratio_splines
"
936,b_Intercept,1.012155,0.95,0.355664575,1.6796525,0.9985,0.9985,0.9985,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
836,b_Forest_patch_area,3.91065e-06,0.95,-5.72223475e-06,1.32926725e-05,0.785583333333333,0,0,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
736,b_Forest_coverage_2007,-0.0119934,0.95,-0.03602181,0.01270294,0.82975,0.781,0.465833333333333,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
336,b_bio2,-0.02392795,0.95,-0.04206522,-0.00546492950000001,0.994416666666667,0.98925,0.874,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
436,b_bio6,-0.00631286,0.95,-0.0314932525,0.0184152375,0.684666666666667,0.622916666666667,0.295083333333333,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
536,b_bio7,0.00621204,0.95,-0.0191403875,0.03125312,0.68175,0.61875,0.29925,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
192,b_bio15,0.001345735,0.95,-0.00040037125,0.00311082725,0.935666666666667,0.178416666666667,0,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
236,b_bio17,-7.427875e-05,0.95,-0.000204410025,5.4816335e-05,0.870666666666667,0,0,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
636,b_elevation,1.217155e-05,0.95,-0.000116536375,0.00014044575,0.573666666666667,0,0,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1636,b_sampling_effort,-0.0306889,0.95,-0.0561151475,-0.0045296975,0.990416666666667,0.98475,0.908416666666667,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1336,b_nslongitudinal_eingevectordfEQ31,0.02730825,0.95,-0.0305205375,0.0831177175,0.825666666666667,0.802833333333333,0.6885,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1436,b_nslongitudinal_eingevectordfEQ32,0.02675725,0.95,-0.060598385,0.11089915,0.72725,0.709833333333333,0.6205,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1536,b_nslongitudinal_eingevectordfEQ33,-0.00183187,0.95,-0.07551025,0.0690586524999999,0.52025,0.495583333333333,0.3785,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1036,b_nslatitudinal_eingevectordfEQ31,-0.02258385,0.95,-0.04713099,0.001071553,0.969583333333333,0.954833333333333,0.782666666666667,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1139,b_nslatitudinal_eingevectordfEQ32,-0.04539505,0.95,-0.14007115,0.04571912,0.834666666666667,0.824083333333333,0.7525,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
1237,b_nslatitudinal_eingevectordfEQ33,0.007541495,0.95,-0.0338152325,0.0482936925,0.641,0.599,0.393,"mod_levdata_5a_threshold10_and_sesam_BetaDiv_jac_splines
"
937,b_Intercept,44.72715,0.95,-2.688646,93.30759,0.96725,0.96675,0.963,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
837,b_Forest_patch_area,-0.0001199965,0.95,-0.0008914855,0.000638797625,0.622916666666667,0,0,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
737,b_Forest_coverage_2007,-1.01966,0.95,-2.942654,0.8878174,0.85425,0.809666666666667,0.50725,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
337,b_bio2,-1.65876,0.95,-3.154587,-0.124405350000001,0.98225,0.971833333333333,0.804666666666667,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
437,b_bio6,-1.127645,0.95,-2.934466,0.675212149999999,0.886833333333333,0.84575,0.553166666666667,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
537,b_bio7,-0.3800875,0.95,-2.313807,1.510867,0.6515,0.582583333333333,0.26675,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
193,b_bio15,0.07576375,0.95,-0.0656614674999999,0.210638225,0.857833333333333,0.0990833333333333,0,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
237,b_bio17,-0.00942648,0.95,-0.01935567,0.000719721374999999,0.967083333333333,0,0,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
637,b_elevation,4.38459e-05,0.95,-0.00941482475,0.009393083,0.504,0,0,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1637,b_sampling_effort,-1.765045,0.95,-3.82673175,0.303502949999999,0.952416666666667,0.93275,0.762,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1337,b_nslongitudinal_eingevectordfEQ31,-3.079,0.95,-7.22013125,1.0611935,0.929666666666667,0.918833333333333,0.841083333333333,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1437,b_nslongitudinal_eingevectordfEQ32,-5.799005,0.95,-11.89704,0.31032655,0.968166666666667,0.963833333333333,0.939083333333333,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1537,b_nslongitudinal_eingevectordfEQ33,-1.977445,0.95,-7.25068725,3.290333,0.766916666666667,0.746,0.6395,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1037,b_nslatitudinal_eingevectordfEQ31,-3.37689,0.95,-5.31942475,-1.47914525,0.999583333333333,0.9995,0.994416666666667,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1140,b_nslatitudinal_eingevectordfEQ32,-0.587293,0.95,-7.46402274999999,6.25009875,0.566166666666667,0.545,0.452416666666667,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
1238,b_nslatitudinal_eingevectordfEQ33,1.814635,0.95,-1.289141,4.9127035,0.87525,0.852583333333333,0.696083333333333,"mod_levdata_5a_threshold10_and_sesam_Rich_ratio_splines

"
938,b_Intercept,0.896018,0.95,0.268795725,1.5200235,0.997166666666667,0.997083333333333,0.996833333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
838,b_Forest_patch_area,2.496695e-06,0.95,-6.69887975e-06,1.14161475e-05,0.702333333333333,0,0,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
